iso2c	edate	party	partyname	parfam	thrs	thrs_l	er.v.c	er.v.c_l	er.in	er.in_l	rile.logit	per607	per608	multic.logit_fd	per608_fd	multic.ratio_fd	af.bipolar_fd	meguid.bipolar_fd	env.logit_fd
ES	09-03-2008	33610	PP Popular Party	60	1,345355	1,345355	-1,290864676	-1,286725218	0	0	-0,20510221	0,396	0,792	-1,384178381	0,341	-0,477911647	0,291	-1,069	-0,714662317
ES	20-11-2011	33610	PP Popular Party	60	1,345355	1,345355	-1,306771339	-1,290864676	0	0	-0,137321909	0,052	0,261	0,623741465	-0,531	0,334398296	-4,504	-4,74	1,804088268
FI	21-03-1983	14221	SKDL Finnish People’s Democratic Union	20	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-2,258755463	0	0	0	0	NaN	0	0	-1,550284472
FI	16-03-1987	14221	SKDL Finnish People’s Democratic Union	20	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-2,010019957	0	0	0	0	NaN	0	0	-1,712989323
FI	21-03-1983	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	1,363343575	0	0	0	0	NaN	0	0	-0,830081047
FI	16-03-1987	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-4,262689736	0	0	0	0	NaN	0	0	1.23079195311071E-5
FI	17-03-1991	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	0,035734638	0	0	0	0	NaN	0	0	-0,570556431
FI	19-03-1995	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,276425134	-1,351040702	0	0	-0,659211652	0	0	0	0	NaN	0	0	2,88413087
FI	21-03-1999	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,170045801	-1,276425134	0	0	-0,043489348	5,479	0	-2,197151241	0	NaN	-5,479	-5,479	0,251350302
FI	16-03-2003	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,187022129	-1,170045801	0	0	-0,987396768	0	0	2,197151241	0	NaN	11,15	12,181	-1,334909278
FI	18-03-2007	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,209992861	-1,187022129	0	0	-1,31115595	0,754	0,754	0	0,754	NaN	-3,912	-4,943	0,747034615
FI	17-04-2011	14320	SSDP Finnish Social Democrats	30	1,351040702	1,351040702	-1,351040702	-1,209992861	0	0	-0,523469178	1,226	0	-2,708111533	-0,754	-1	-2,985	-2,985	1,489368126
FI	21-03-1983	14620	KK National Coalition	60	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-0,636043146	0	0	0	0	NaN	0	8,333	-2,197242355
FI	16-03-1987	14620	KK National Coalition	60	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-1,32821981	0	0	0	0	NaN	0	-8,333	1,707724385
FI	17-03-1991	14620	KK National Coalition	60	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-0,188063305	0	0	0	0	NaN	0	0	-2,218553564
FI	19-03-1995	14620	KK National Coalition	60	1,351040702	1,351040702	-1,276425134	-1,351040702	0	0	0,683227906	0	0	0	0	NaN	1,755	1,755	2,564932027
FI	21-03-1999	14620	KK National Coalition	60	1,351040702	1,351040702	-1,170045801	-1,276425134	0	0	0,99030939	0	0	0	0	NaN	10,745	23,245	-1,466426397
FI	16-03-2003	14620	KK National Coalition	60	1,351040702	1,351040702	-1,187022129	-1,170045801	0	0	0,229545807	0	0	0	0	NaN	-6,646	-17,683	0,871931784
FI	18-03-2007	14620	KK National Coalition	60	1,351040702	1,351040702	-1,209992861	-1,187022129	0	0	-0,626249868	2,222	0,556	-1,097990205	0,556	NaN	-2,52	-5,65	-2,629689295
FI	17-04-2011	14620	KK National Coalition	60	1,351040702	1,351040702	-1,351040702	-1,209992861	0	0	0,406986021	2,25	0,25	-0,747836486	-0,306	-0,200287977	-3,334	-1,417	2,268711127
FI	21-03-1983	14810	KESK Centre Party	80	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-3,610899534	0	0	0	0	NaN	0,833	-0,834	0,646923042
FI	16-03-1987	14810	KESK Centre Party	80	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	-0,350754829	0	0	0	0	NaN	0	3,376	-2,364360805
FI	17-03-1991	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,351040702	-1,351040702	0	0	0,043491221	0	0	0	0	NaN	0	-3,376	0,719171223
FI	19-03-1995	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,276425134	-1,351040702	0	0	1,421384597	0	0	0	0	NaN	4,878	4,878	1,609405701
FI	21-03-1999	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,170045801	-1,276425134	0	0	-0,048488867	0,35	0	-1,099278733	0	NaN	-4,179	-4,179	-0,862170382
FI	16-03-2003	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,187022129	-1,170045801	0	0	-0,266491643	0	0	1,099278733	0	NaN	-0,699	-0,335	-1,122452139
FI	18-03-2007	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,209992861	-1,187022129	0	0	-0,584776293	0,256	0,128	-0,510953534	0,128	NaN	2,046	2,961	3,200321011
FI	17-04-2011	14810	SK Finnish Centre	80	1,351040702	1,351040702	-1,351040702	-1,209992861	0	0	-0,571238907	0,758	1,042	0,813013526	0,914	0,491111111	-1,573	3,777	-0,672733148
GR	18-10-1981	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-1,115426241	0,334	0	-4,142496121	-0,037	-2	0,425	1,191	1,063017629
GR	02-06-1985	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-1,113117848	0,031	0	1,941198646	0	0	0,371	-0,309	0,419961909
GR	18-06-1989	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-0,816799841	0	0	1,102365238	0	NaN	1,354	1,231	-0,071385118
GR	05-11-1989	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-0,308853108	0	0	0	0	NaN	-0,898	-0,179	0,988419301
GR	05-11-1989	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-0,308853108	0	0	0	0	NaN	-0,898	-0,179	0,988419301
GR	08-04-1990	34313	PASOK Panhellenic Socialist Movement	30	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	-1,173995879	0,134	0	-1,945984432	0	NaN	-1,237	-1,956	-1,285414418
GR	10-10-1993	34313	PASOK Panhellenic Socialist Movement	30	3	1,576541034	-3	-1,576541034	0	0	-1,086086549	0	0	1,945984432	0	NaN	1,389	1,599	-0,111174662
GR	22-09-1996	34313	PASOK Panhellenic Socialist Movement	30	3	3	-2,819824311	-3	0	0	-0,783543553	0,127	0	-2,835420319	0	NaN	-0,76	-0,495	0,727204679
GR	09-04-2000	34313	PASOK Panhellenic Socialist Movement	30	3	3	-1,235200082	-2,819824311	0	0	-0,913348263	0,343	0	-0,460394325	0	0	-0,022	-0,154	-0,43257157
GR	07-03-2004	34313	PASOK Panhellenic Socialist Movement	30	3	3	-0,81087853	-1,235200082	0	0	-0,535271895	0,902	0	-0,847375319	0	0	-1,186	-1,383	-2,213156956
GR	16-09-2007	34313	PASOK Panhellenic Socialist Movement	30	3	3	0,795445058	-0,81087853	1	0	-0,595803379	0,672	0,045	1,810671621	0,045	0,125523013	1,925	2,048	0,886094193
GR	18-10-1981	34511	ND New Democracy	50	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	0,986701228	0	0	0	0	NaN	-1,563	0,28	-1,241400083
GR	02-06-1985	34511	ND New Democracy	50	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	0,111248431	0	0	0	0	NaN	-10,562	-12,405	2,576342613
GR	18-06-1989	34511	ND New Democracy	50	1,576541034	1,576541034	-1,576541034	-1,576541034	0	0	1,757962807	0	0	0	0	NaN	7,38	7,38	-0,998198289
GR	10-10-1993	34511	ND New Democracy	50	3	1,576541034	-3	-1,576541034	0	0	1,142120936	0	0	0	0	NaN	8,166	8,073	0,13549748
GR	22-09-1996	34511	ND New Democracy	50	3	3	-2,819824311	-3	0	0	-0,952550236	0	0	0	0	NaN	-16,849	-17,196	-1,31561701
GR	09-04-2000	34511	ND New Democracy	50	3	3	-1,235200082	-2,819824311	0	0	-0,217566829	0	0,045	1,095841788	0,045	NaN	4,879	6,32	1,391665033
GR	07-03-2004	34511	ND New Democracy	50	3	3	-0,81087853	-1,235200082	0	0	-0,780436522	0	0	-1,095841788	-0,045	NaN	-0,867	-2,309	-2,009391343
GR	16-09-2007	34511	ND New Democracy	50	3	3	0,795445058	-0,81087853	1	0	-0,617316159	0	0	0	0	NaN	-4,26	-2,11	1,588857029
HR	04-12-2011	81032	Kukuriku Kukuriku Coalition	30	1,58113883	1,58113883	1,229610427	1,916613492	1	1	-0,776072946	0,074	0						
HR	23-11-2003	81223	SDP Social Democratic Party of Croatia	20	1,58113883	1,58113883	4,791959319	3,942691572	1	1	-0,611043908	3,03	0	-0,784374426	0	0	-3,48	-1,56	-1,521666045
HR	25-11-2007	81223	SDP Social Democratic Party of Croatia	20	1,58113883	1,58113883	1,916613492	4,791959319	1	1	-0,340211655	0,22	0	1,30146131	0	0	9,94	7,52	1,98513821
IE	11-06-1981	53320	Labour Labour Party	30	2,31997255	2,558187118	-2,31997255	-2,558187118	0	0	-0,338771197	0	0	0	0	NaN	2,1	2,1	-1,162557317
IE	18-02-1982	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,847283574	0	0	0	0	NaN	-3,9	-7,348	-0,955203089
IE	24-11-1982	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-1,511774065	0	0	0	0	NaN	4,211	6,08	0
IE	17-02-1987	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,943765442	0	0	0	0	NaN	-3,18	-2,288	0,730746596
IE	15-06-1989	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,967300463	0	0	0	0	NaN	-1,031	-0,344	0,367748355
IE	25-11-1992	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,473069995	0	0	0	0	NaN	2,817	3,457	-1,435409854
IE	06-06-1997	53320	Labour Labour Party	30	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,268588206	0,462	0	-2,945385899	0	NaN	2,926	0,44	-0,272071177
IE	17-05-2002	53320	Labour Labour Party	30	2,33680554	2,31997255	-2,33680554	-2,31997255	0	0	-0,945540552	1,298	0,076	0,485495363	0,076	0,11062591	-0,858	0,988	-0,231004254
IE	24-05-2007	53320	Labour Labour Party	30	2,353147796	2,33680554	-2,353147796	-2,33680554	0	0	-0,924972503	0,275	0	-0,103865802	-0,076	-0,11062591	-5,114	-5,252	-1,401842176
IE	25-02-2011	53320	Labour Labour Party	30	2,353147796	2,353147796	-2,353147796	-2,353147796	0	0	-0,486630606	2,16	0	-1,579251396	0	0	1,065	0,018	1,659082507
IE	11-06-1981	53520	Familiy of the Irish	50	2,31997255	2,558187118	-2,31997255	-2,558187118	0	0	0,321525387	0	0	0	0	NaN	2,3	2,3	-1,360340697
IE	18-02-1982	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	0,363318165	0	0	0	0	NaN	-4,1	-4,1	0,852454344
IE	24-11-1982	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	0,526703683	0	0	0	0	NaN	11,801	12,422	-5,88E-04
IE	17-02-1987	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,468903317	0	0	0	0	NaN	-6,676	-8,672	-0,962658736
IE	15-06-1989	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,565918461	0	0	0	0	NaN	0,253	0,713	-2,246396058
IE	25-11-1992	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	0,275904774	0	0	0	0	NaN	1,479	6,394	2,697881056
IE	06-06-1997	53520	Familiy of the Irish	50	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	0,342708744	0,079	0	-1,097651828	0	NaN	3,112	0,536	-1,991504572
IE	17-05-2002	53520	Familiy of the Irish	50	2,33680554	2,31997255	-2,33680554	-2,31997255	0	0	-0,355274982	0,414	0	-0,511634073	0	0	-2,516	-3,94	-0,348525012
IE	24-05-2007	53520	Familiy of the Irish	50	2,353147796	2,33680554	-2,353147796	-2,33680554	0	0	-0,471798347	1,454	0	-2,501457463	0	0	-6,048	-5,903	-0,423817905
IE	25-02-2011	53520	Familiy of the Irish	50	2,353147796	2,353147796	-2,353147796	-2,353147796	0	0	0,031916678	1,467	0	0,303858677	0	0	0,261	0,383	1,043028093
IE	11-06-1981	53620	Soldiers of Destiny	60	2,31997255	2,558187118	-2,31997255	-2,558187118	0	0	-0,080538445	0	0	0	0	NaN	1	1,2	-1,621402487
IE	18-02-1982	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,36772478	0	0	0	0	NaN	5,6	1	-0,905127722
IE	24-11-1982	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,871837562	0	0	0	0	NaN	-4,453	-0,453	0
IE	17-02-1987	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,148664856	0	0	0	0	NaN	0,11	-1,609	0,393609199
IE	15-06-1989	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,43117314	0	0	0	0	NaN	-3,49	-2,043	-1,426612239
IE	25-11-1992	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	-0,144781079	2,841	0	-2,397924363	0	NaN	-0,19	1,787	-0,065929266
IE	06-06-1997	53620	Soldiers of Destiny	60	2,31997255	2,31997255	-2,31997255	-2,31997255	0	0	0,195121277	0,369	0	-0,434410948	0	0	3,456	2,536	0,448564932
IE	17-05-2002	53620	Soldiers of Destiny	60	2,33680554	2,31997255	-2,33680554	-2,31997255	0	0	-0,363486552	1,546	0	-1,099444046	0	0	-8,917	-9,702	1,286224088
IE	24-05-2007	53620	Soldiers of Destiny	60	2,353147796	2,33680554	-2,353147796	-2,33680554	0	0	-0,512007805	0,409	0	1,097599422	0	0	6,285	7,868	-3,772687976
IE	25-02-2011	53620	Soldiers of Destiny	60	2,353147796	2,353147796	-2,353147796	-2,353147796	0	0	0,136901007	0	0	2,834179936	0	NaN	-4,034	-5,617	4,023883486
IT	13-04-2008	32061	PdL People of Freedom	60	4	4	4,055376517	0,462130549	1	1	0,544536681	0	0			NaN			
IT	24-02-2013	32061	PdL People of Freedom	60	4	4	0,087972999	4,055376517	1	1	0,144415228	0	0	0	0	NaN	-9,714	-11,562	-1,418380941
IT	26-06-1983	32220	PCI Italian Communist Party	20	0,640882279	0,640882279	6,160452204	4,620433595	1	1	-0,423348656	0	0,212	1,609101856	0,212	NaN	-0,048	0,955	0,65632044
IT	14-06-1987	32220	PCI Italian Communist Party	20	0,640882279	0,640882279	5,275714317	6,160452204	1	1	-0,85030319	0,352	0	-2,707500789	-0,212	-2	-4,586	-4,904	-3,952203133
IT	06-04-1992	32220	PDS Democratic Party of the Left	20	0,640882279	0,640882279	8,017637427	5,275714317	1	1	0,623597428	0,37	0	4.53532895577924E-4	0	0	3,576	3,576	3,761151742
IT	26-06-1983	32320	PSI Italian Socialist Party	30	0,640882279	0,640882279	6,160452204	4,620433595	1	1	-0,359139793	0	0	-1,609873817	-0,273	NaN	0,725	4,239	-0,570244496
IT	14-06-1987	32320	PSI Italian Socialist Party	30	0,640882279	0,640882279	5,275714317	6,160452204	1	1	0,175668039	0	0	0	0	NaN	-3,454	-3,179	0,385550245
IT	06-04-1992	32320	PSI Italian Socialist Party	30	0,640882279	0,640882279	8,017637427	5,275714317	1	1	0,365008254	0,394	0	-1,945435751	0	NaN	-1,051	-2,111	-1,555151647
IT	13-04-2008	32440	PD Democratic Party	40	4	4	4,055376517	0,462130549	1	1	0,020417533	0	0			NaN			
IT	24-02-2013	32440	PD Democratic Party	40	4	4	0,087972999	4,055376517	1	1	-0,263243718	0	0	0	0	NaN	-1,382	-2,273	1,209500329
IT	26-06-1983	32520	DC Christian Democrats	50	0,640882279	0,640882279	6,160452204	4,620433595	1	1	-0,193608209	0	0	0	0	NaN	-1,384	-0,908	-0,121442697
IT	14-06-1987	32520	DC Christian Democrats	50	0,640882279	0,640882279	5,275714317	6,160452204	1	1	0,182808769	0,236	0	-1,609005819	0	NaN	-1,54	2,47	-2,923488451
IT	06-04-1992	32520	DC Christian Democrats	50	0,640882279	0,640882279	8,017637427	5,275714317	1	1	0,372475951	1,197	0	-2,002067757	0	0	1,025	1,393	-0,578753309
LU	12-06-1994	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-0,35	-0,65	0	0	-1,934441018	0,412	0,176						
LU	13-06-1999	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-2,95	-0,35	0	0	-0,246056983	2,139	0	-3,278072501	-0,176	-0,598639456	-7,689	-6,484	1,18237597
LU	13-06-2004	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-2,95	-2,95	0	0	-1,398904545	0,282	0	2,43497311	0	0	8,466	5,599	1,73767455
LU	07-06-2009	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-2,95	-2,95	0	0	-1,341237873	2,472	0,412	-0,086546546	0,412	0,285714286	-2,117	-2,267	0,840274337
LU	20-10-2013	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-2,95	-2,95	0	0	-1,201292317	1,514	0,315	0,199489973	-0,097	0,058736234	3,244	3,741	-0,764831092
LU	20-10-2013	23113	GLEI-GAP Green Left Ecological Initiative - Green Alternative	10	2,95	2,95	-2,95	-2,95	0	0	-1,201292317	1,514	0,315	0,199489973	-0,097	0,058736234	3,244	3,741	-0,764831092
LU	17-06-1984	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-2,95	0	0	-1,446467266	0	0	1,945178453	0	NaN	2,222	2,527	-2,584824327
LU	18-06-1989	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-0,65	-2,95	0	0	-0,871406427	0,8	0	-2,788954076	0	NaN	-0,474	1,626	0,395643932
LU	12-06-1994	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-0,35	-0,65	0	0	-1,105124372	0,588	0,392	2,421242976	0,392	0,8	-1,143	-4,027	-1,094030141
LU	13-06-1999	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-0,35	0	0	-0,939606135	1,134	0	-2,999922604	-0,392	-0,8	-2,178	-1,961	3,143716045
LU	13-06-2004	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-2,95	0	0	-1,026424824	0,733	0,44	2,888485811	0,44	0,750213129	6,048	5,002	-0,304719122
LU	07-06-2009	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-2,95	0	0	-1,210268633	1,476	0,759	-0,172727907	0,319	-0,071018498	0,322	1,598	0,340588272
LU	20-10-2013	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-2,95	0	0	-1,030663223	0,693	0,693	0,6518758	-0,066	0,320805369	0,382	-0,753	1,259283129
LU	20-10-2013	23320	LSAP/POSL Socialist Workers’ Party of Luxembourg	30	2,95	2,95	-2,95	-2,95	0	0	-1,030663223	0,693	0,693	0,6518758	-0,066	0,320805369	0,382	-0,753	1,259283129
LU	17-06-1984	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-2,95	0	0	0,5415697	0	0	3,367211689	0	NaN	5,418	6,468	3,555030962
LU	18-06-1989	23420	DP/PD Democratic Party	40	2,95	2,95	-0,65	-2,95	0	0	0,094320005	1,1	0	-2,6121265	0	NaN	-4,323	-3,239	-1,193572951
LU	12-06-1994	23420	DP/PD Democratic Party	40	2,95	2,95	-0,35	-0,65	0	0	0,683752624	0	0,768	4,809635481	0,768	2	3,919	2,319	-1,540517511
LU	13-06-1999	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-0,35	0	0	0,051684741	0,45	0	-4,394844664	-0,768	-2	-4,281	-5,293	2,889976852
LU	13-06-2004	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-2,95	0	0	-0,553221084	0,304	0	-7,06E-04	0	0	2,211	1,249	-0,501123724
LU	07-06-2009	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-2,95	0	0	-0,422544357	0,262	0,523	2,850181735	0,523	1,332484076	1,328	-1,757	-0,690642375
LU	20-10-2013	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-2,95	0	0	-0,244791961	1,281	0,915	-0,982995494	0,392	-0,499150743	0,762	4,614	0,485192193
LU	20-10-2013	23420	DP/PD Democratic Party	40	2,95	2,95	-2,95	-2,95	0	0	-0,244791961	1,281	0,915	-0,982995494	0,392	-0,499150743	0,762	4,614	0,485192193
LU	17-06-1984	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-2,95	0	0	-0,604665112	0	0	1,945052639	0	NaN	2,404	1,397	-3,025587369
LU	18-06-1989	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-0,65	-2,95	0	0	0,276874066	0,9	0,9	0	0,9	NaN	2,399	6,702	2,948466586
LU	12-06-1994	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-0,35	-0,65	0	0	-0,67252658	0,315	0,71	0,748798815	-0,19	0,385365854	-1,515	-5,86	-2,248110191
LU	13-06-1999	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-0,35	0	0	-0,421350002	2,018	1,806	-0,858267901	1,096	-0,440805184	2,015	0,772	0,995806305
LU	13-06-2004	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-2,95	0	0	-0,699472216	0,458	1,068	0,925649592	-0,738	0,455177207	1,858	0,404	1,421599083
LU	07-06-2009	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-2,95	0	0	-0,231351833	2,189	0,864	-1,726087673	-0,204	-0,833737222	-5,517	-5,514	0,80450663
LU	20-10-2013	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-2,95	0	0	-0,302054749	1,41	0,705	0,246606712	-0,159	0,100666012	6,717	7,578	-0,642655035
LU	20-10-2013	23520	CSV/PCS Christian Social People’s Party	50	2,95	2,95	-2,95	-2,95	0	0	-0,302054749	1,41	0,705	0,246606712	-0,159	0,100666012	6,717	7,578	-0,642655035
LV	05-10-2002	87410	LC Latvian Way Union	40	5	5	0,392179139	9,731665866	1	1	-0,050054845	1,563	0	-1,098825599	0	NaN	3,453	2,645	1,650937018
LV	05-10-2002	87422	PCTVL For Human Rights in a United Latvia	30	5	5	0,392179139	9,731665866	1	1	0,076961219	3,226	0						
LV	05-10-2002	87423	JL New Era	60	5	5	0,392179139	9,731665866	1	1	-0,36770159	0	0			NaN			
LV	05-10-2002	87610	TP People’s Party	60	5	5	0,392179139	9,731665866	1	1	0,143099476	0	0	1,09887892	0	NaN	-3,99	-5,424	2,433291985
NL	26-05-1981	22320	PvdA Labour Party	30	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	-1,21689903	0,3	0	-0,718985257	0	0	1	1,1	3,848762486
NL	08-09-1982	22320	PvdA Labour Party	30	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	-0,763535825	0,4	0	0,333223853	0	0	-0,1	0,1	-1,776900887
NL	21-05-1986	22320	PvdA Labour Party	30	0,666666667	0,666666667	-0,5325761	-0,666666667	0	0	-0,975237627	0,2	0	-0,098159764	0	0	-0,4	-0,3	0,71284536
NL	06-09-1989	22320	PvdA Labour Party	30	0,666666667	0,666666667	0,251667387	-0,5325761	1	0	-1,041000072	0,4	0	-0,243264955	0	0	0,6	0,6	-0,455202527
NL	03-05-1994	22320	PvdA Labour Party	30	0,666666667	0,666666667	1,79096985	0,251667387	1	1	0,194950304	0,176	0,044	1,207450199	0,044	0,4	5,487	3,117	0,347800022
NL	06-05-1998	22320	PvdA Labour Party	30	0,666666667	0,666666667	-0,05993697	1,79096985	0	1	-1,027963757	0,64	0,345	0,512399577	0,301	0,300507614	-2,334	-0,062	0,107166701
NL	15-05-2002	22320	PvdA Labour Party	30	0,666666667	0,666666667	16,32917763	-0,05993697	1	0	-0,33563718	0,586	0,195	-0,450900446	-0,15	-0,201147819	-1,082	-0,554	0,043894634
NL	22-01-2003	22320	PvdA Labour Party	30	0,666666667	0,666666667	5,029914452	16,32917763	1	1	-0,09914544	0	1,754	3,745472631	1,559	1,500640205	7,202	6,772	-2,023969679
NL	22-11-2006	22320	PvdA Labour Party	30	0,666666667	0,666666667	5,223247664	5,029914452	1	1	0,034704123	1,411	1,411	-2,707844847	-0,343	-1	-4,202	-3,011	2,6973992
NL	09-06-2010	22320	PvdA Labour Party	30	0,666666667	0,666666667	14,78036865	5,223247664	1	1	0,024209649	1,546	1,249	-0,208851773	-0,162	-0,106261181	-0,671	-0,851	-0,083315758
NL	12-09-2012	22320	PvdA Labour Party	30	0,666666667	0,666666667	9,416517804	14,78036865	1	1	-0,237758783	0,833	0,87	0,251405711	-0,379	0,127987546	-2,624	-3,852	-0,461084954
NL	26-05-1981	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	0,304663304	0,7	0	-0,598929712	0	0	-1,5	-0,9	1,351933217
NL	08-09-1982	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	-0,666666667	-0,666666667	0	0	0,748393491	0	0	2,960726664	0	NaN	-0,5	0,1	-1,168828663
NL	21-05-1986	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	-0,5325761	-0,666666667	0	0	0,296379651	0,3	0	-2,353468303	0	NaN	2,9	2,6	0,396884958
NL	06-09-1989	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	0,251667387	-0,5325761	1	0	0,206326886	0	0	2,353468303	0	NaN	-0,6	-0,3	-0,262040492
NL	03-05-1994	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	1,79096985	0,251667387	1	1	0,541511099	0	1,275	2,708016867	1,275	NaN	3,347	1,889	-0,19185215
NL	06-05-1998	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	-0,05993697	1,79096985	0	1	0,315174426	0,426	1,384	-1,609749813	0,109	-0,470718232	4,15	5,182	1,111863965
NL	15-05-2002	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	16,32917763	-0,05993697	1	0	0,680512646	0,374	0	-3,496231416	-1,384	-1,529281768	-2,542	-2,116	-0,237627903
NL	22-01-2003	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	5,029914452	16,32917763	1	1	0,97535302	0	2,956	4,963018329	2,956	2	13,435	13,435	-1,255302433
NL	22-11-2006	22420	VVD People’s Party for Freedom and Democracy	40	0,666666667	0,666666667	5,223247664	5,029914452	1	1	0,804185864	1,657	1,289	-2,801277944	-1,667	-1,124915139	-7,982	-8,35	1,672596557
