"countryname","edate","country","party","oecdmember","eumember","date","partyname","partyabbrev","parfam","absseat","per410","per416","per501","threshold","threshold_lagged","pervote_samlet","lagged_pervote_samlet","i_parlament","lagged_i_parlament","avg_pervote_main","rile","rile_lowe","centered_pervote_samlet","centered_lagged_pervote_samlet","miljø_afhængig","miljø_afhængig_alt","factor_lagged_i_parlament","factor_i_parlament","large_party","left_party","left_party_lag1","large_party_lag1","miljø_afhængig_fd","Year","GDP_per_capita","has_rrp","rrp_i_p","rrp_i_p_lag1","gdp_capita_growth","GDP_per_capita_lag1","Unemployment","Inflation-consumer prices","gdp_growth_std","inflation_std","unemployment_std","economic_index","good_economy","factor_good_economy","good_economy_lag1","high_gdp_growth","factor_high_gdp_growth","high_gdp_growth_lag1"
"Denmark",1990-12-12,13,13620,10,10,199012,"Conservative People’s Party","KF",60,30,0,0,8.257,2.034427118,2.034427118,8.3,13,1,1,11.814625,10.092,0.320737221732126,6.265572882,10.965572882,2.86300056110003,2.86300056110003,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,5.06022513843625,1990,26885.69942,1,1,1,1.495248285,0.224236935,NA,2.641603064,0.0243624820464335,0.502867094183537,NA,0.263614788114985,1,"Good economy",0,1,"Høj BNP-vækst",0
"Denmark",1994-09-21,13,13620,10,10,199409,"Conservative People’s Party","KF",60,27,0,0,1.77,2.034427118,2.034427118,7.3,8.3,1,1,11.814625,15.929,0.453740153531338,5.265572882,6.265572882,1.51292701205326,1.51292701205326,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-1.35007354904678,1994,29967.83039,1,1,1,4.939707934,1.495248285,8.036,1.992014638,1.98587193479858,0.672649195510193,-1.52386642540351,0.378218234968422,1,"Good economy",1,1,"Høj BNP-vækst",1
"Denmark",1998-03-11,13,13620,10,10,199803,"Conservative People’s Party","KF",60,16,3.734,0,9.544,2.034427118,2.034427118,7.6,7.3,1,1,11.814625,18.672,0.521877073135507,5.565572882,5.265572882,0.863828268582665,0.863828268582665,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-0.649098743470591,1998,33346.48843,1,1,1,1.955365941,4.939707934,5.039,1.84565122,0.286384750730633,0.710904016056197,0.364017696720944,0.453768821169258,1,"Good economy",1,1,"Høj BNP-vækst",1
"Denmark",2001-11-20,13,13620,10,10,200111,"Conservative People’s Party","KF",60,16,2.778,0,0.926,2.034427118,2.034427118,6.4,7.6,1,1,11.814625,20.37,0.595674219148708,4.365572882,5.565572882,-0.832360158329534,-0.832360158329534,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-1.6961884269122,2001,30768.47755,1,1,1,0.588959763,1.955365941,4.164,2.337870003,-0.491739805097466,0.582253418315731,0.915201749726918,0.335238454315061,1,"Good economy",1,0,"Lav BNP-vækst",1
"Denmark",2005-02-08,13,13620,10,10,200502,"Conservative People’s Party","KF",60,18,2.857,0,1.714,2.034427118,2.034427118,6,6.4,1,1,11.814625,9.714,0.234313468977117,3.965572882,4.365572882,-0.416246883711453,-0.416246883711453,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.416113274618081,2005,48925.80767,1,1,1,2.078014856,0.588959763,4.83,1.817814583,0.356229379687788,0.718179642490661,0.495671944810371,0.523360322329607,1,"Good economy",1,1,"Høj BNP-vækst",0
"Denmark",2007-11-13,13,13620,10,10,200711,"Conservative People’s Party","KF",60,18,0.826,0,8.264,1.635660859,2.034427118,13,6,1,1,11.814625,-17.355,-0.431999523712361,11.364339141,3.965572882,1.88848552996955,1.88848552996955,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,2.304732413681,2007,58631.65664,1,1,1,0.540321505,2.078014856,3.801,1.693265862,-0.51943773526776,0.750732783406579,1.14386439114539,0.458386479761405,1,"Good economy",1,0,"Lav BNP-vækst",1
"Denmark",2011-09-15,13,13620,10,10,201109,"Conservative People’s Party","KF",60,8,0,0,0.704,1.635660859,1.635660859,9.2,13,1,1,11.814625,47.887,1.20191082759987,7.564339141,11.364339141,0.878796527446575,0.878796527446575,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-1.00968900252297,2011,61809.7379,1,1,1,0.894526423,0.540321505,7.769,2.758682261,-0.317729378756745,0.472266253262308,-1.35567654865769,-0.400379891384042,0,"Poor economy",1,0,"Lav BNP-vækst",0
"Denmark",2015-06-18,13,13620,10,10,201506,"Conservative People’s Party","KF",60,6,0,0,0,1.635660859,1.635660859,4.8,0,1,0,11.814625,60,1.46936580985536,3.164339141,-1.635660859,0,0,"Green parties w/o seats","Green parties w seat(s)",0,0,0,0,-0.878796527446575,2015,53094.01336,1,1,1,1.385666344,0.894526423,6.278,0.452034154,-0.0380409237199343,1.07515193741643,-0.416458922335513,0.206884030453663,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Denmark",2019-06-05,13,13620,10,10,201906,"Conservative People’s Party","KF",60,12,0.72,1.749,9.774,1.635660859,1.635660859,7.7,4.2,1,1,11.814625,-7.202,-0.18511816978195,6.064339141,2.564339141,2.28797062324761,2.28797062324761,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,2.28797062324761,2019,59404.26632,1,1,1,1.347792458,1.385666344,5.018,0.758131573,-0.0596088887919088,0.995147644038699,0.377246113993088,0.437594956413293,1,"Good economy",0,0,"Lav BNP-vækst",1
"Denmark",1998-03-11,13,13720,10,10,199803,"Danish People’s Party","DF",70,13,0,0,2.778,2.034427118,2.034427118,7.6,7.3,1,1,12.6627142857143,9.722,0.350439807912634,5.565572882,5.265572882,1.88038066088158,1.88038066088158,"Green parties w seat(s)","Green parties w seat(s)",0,0,NA,NA,NA,1998,33346.48843,1,1,1,1.955365941,NA,5.039,1.84565122,1.13536739688153,-0.21979065576408,0.171924284024748,0.362500341714067,1,"Good economy",NA,1,"Høj BNP-vækst",NA
"Denmark",2001-11-20,13,13720,10,10,200111,"Danish People’s Party","DF",70,22,0,0,0,2.034427118,2.034427118,6.4,7.6,1,1,12.6627142857143,35,1.85389125033506,4.365572882,5.565572882,0,0,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-1.88038066088158,2001,30768.47755,1,1,1,0.588959763,1.955365941,4.164,2.337870003,-1.0822763107986,-0.822680766096879,0.819548047648112,-0.361803009749122,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Denmark",2005-02-08,13,13720,10,10,200502,"Danish People’s Party","DF",70,24,0,0,10,2.034427118,2.034427118,6,6.4,1,1,12.6627142857143,38,0.936493439191674,3.965572882,4.365572882,3.04452243772342,3.04452243772342,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,3.04452243772342,2005,48925.80767,1,1,1,2.078014856,0.588959763,4.83,1.817814583,1.33442357723462,-0.185695180882082,0.326613845850215,0.491780747400918,1,"Good economy",0,1,"Høj BNP-vækst",0
"Denmark",2007-11-13,13,13720,10,10,200711,"Danish People’s Party","DF",70,25,0,0,17.021,1.635660859,2.034427118,13,6,1,1,12.6627142857143,14.894,0.625410053016298,11.364339141,3.965572882,3.5565473420649,3.5565473420649,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.512024904341473,2007,58631.65664,1,1,1,0.540321505,2.078014856,3.801,1.693265862,-1.16121501039091,-0.0331427088129711,1.08821939187129,-0.0353794424441975,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Denmark",2011-09-15,13,13720,10,10,201109,"Danish People’s Party","DF",70,22,0,0,2.312,1.635660859,1.635660859,9.2,13,1,1,12.6627142857143,30.925,0.906717609105348,7.564339141,11.364339141,1.72704315450836,1.72704315450836,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-1.82950418755653,2011,61809.7379,1,1,1,0.894526423,0.540321505,7.769,2.758682261,-0.586349117452848,-1.3381091841445,-1.84866185848014,-1.25770672002583,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Denmark",2015-06-18,13,13720,10,10,201506,"Danish People’s Party","DF",70,37,0,0,0,1.635660859,1.635660859,4.8,0,1,0,12.6627142857143,18.75,0.467023001107598,3.164339141,-1.635660859,0,0,"Green parties w/o seats","Green parties w seat(s)",0,0,0,0,-1.72704315450836,2015,53094.01336,1,1,1,1.385666344,0.894526423,6.278,0.452034154,0.210758926211285,1.48716969540646,-0.745110965265933,0.317605885450602,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Denmark",2019-06-05,13,13720,10,10,201906,"Danish People’s Party","DF",70,16,0,0,7.447,1.635660859,1.635660859,7.7,4.2,1,1,12.6627142857143,32.979,0.932738806589062,6.064339141,2.564339141,2.76594167951799,2.76594167951799,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,2.76594167951799,2019,59404.26632,1,1,1,1.347792458,1.385666344,5.018,0.758131573,0.14929053831492,1.11224880029406,0.18746725435171,0.483002197653562,1,"Good economy",0,0,"Lav BNP-vækst",1
"Finland",1975-09-22,14,14221,10,0,197509,"Finnish People’s Democratic Union","SKDL",20,40,2.128,0,4.255,1.351040702,1.351040702,0,0,0,0,15.0375,-42.553,-1.2053508237649,-1.351040702,-1.351040702,0.59297359537499,0.592973595374989,"Green parties w/o seats","Green parties w/o seats",0,1,NA,NA,NA,1975,6256.102451,1,1,NA,1.354023962,NA,NA,17.81139723,-0.900385746527109,-1.425321870349,NA,-1.16285380843805,0,"Poor economy",NA,0,"Lav BNP-vækst",NA
"Finland",1979-03-13,14,14221,10,0,197903,"Finnish People’s Democratic Union","SKDL",20,35,1.02,0,3.061,1.351040702,1.351040702,0,0,0,0,15.0375,-13.265,-0.313008365659963,-1.351040702,-1.351040702,0.851331069437456,0.851331069437456,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,0.258357474062466,1979,9333.076956,1,1,1,6.848495239,1.354023962,NA,7.466961513,1.41533183398411,0.335809359669779,NA,0.875570596826946,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1983-03-21,14,14221,10,0,198303,"Finnish People’s Democratic Union","SKDL",20,27,0,0,3.571,1.351040702,1.351040702,1.411,0,1,0,15.0375,-64.286,-1.74255875388792,0.0599592980000001,-1.351040702,2.09703585008079,2.09703585008079,"Green parties w/o seats","Green parties w seat(s)",0,1,1,0,1.24570478064333,1983,10493.96266,1,1,1,2.491186008,6.848495239,NA,8.366292606,-0.42111376400978,0.18269901925688,NA,-0.11920737237645,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",1987-03-16,14,14221,10,0,198703,"Finnish People’s Democratic Union","SKDL",20,16,0,0,4.545,1.351040702,1.351040702,4.027,1.411,1,1,15.0375,-46.515,-1.48501257324603,2.675959298,0.0599592980000001,2.31154483436552,2.31154483436552,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,0.214508984284731,1987,18565.02644,1,1,1,3.267722184,2.491186008,NA,4.113028862,-0.0938323234472225,0.906813491422341,NA,0.406490583987559,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1975-09-22,14,14320,10,0,197509,"Finnish Social Democrats","SSDP",30,54,0,0,2.778,1.351040702,1.351040702,0,0,0,0,23.2315625,-33.333,-0.891511785864063,-1.351040702,-1.351040702,1.88038066088158,1.88038066088158,"Green parties w/o seats","Green parties w/o seats",1,1,NA,NA,NA,1975,6256.102451,1,1,1,1.354023962,NA,NA,17.81139723,-0.236502617980119,-2.68665233945635,NA,-1.46157747871824,0,"Poor economy",NA,0,"Lav BNP-vækst",NA
"Finland",1979-03-13,14,14320,10,0,197903,"Finnish Social Democrats","SSDP",30,52,0.617,0,4.938,1.351040702,1.351040702,0,0,0,0,23.2315625,-40.123,-1.2946674570818,-1.351040702,-1.351040702,1.58276482612322,1.58276482612322,"Green parties w/o seats","Green parties w/o seats",1,1,1,1,-0.297615834758368,1979,9333.076956,1,1,1,6.848495239,1.354023962,NA,7.466961513,1.45291080477489,-0.629190851783981,NA,0.411859976495454,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1983-03-21,14,14320,10,0,198303,"Finnish Social Democrats","SSDP",30,57,0,0,16.216,1.351040702,1.351040702,1.411,0,1,0,23.2315625,43.243,1.15082373102521,0.0599592980000001,-1.351040702,3.50951352514561,3.50951352514561,"Green parties w/o seats","Green parties w seat(s)",1,0,1,1,1.9267486990224,1983,10493.96266,1,1,1,2.491186008,6.848495239,NA,8.366292606,0.113146461523104,-0.808063739502058,NA,-0.347458638989477,0,"Poor economy",1,1,"Høj BNP-vækst",1
"Finland",1987-03-16,14,14320,10,0,198703,"Finnish Social Democrats","SSDP",30,56,0,0,7.792,1.351040702,1.351040702,4.027,1.411,1,1,23.2315625,-45.455,-2.07857578240302,2.675959298,0.0599592980000001,2.80843837513348,2.80843837513348,"Green parties w seat(s)","Green parties w seat(s)",1,1,0,1,-0.701075150012136,1987,18565.02644,1,1,1,3.267722184,2.491186008,NA,4.113028862,0.35191204475235,0.0378911863729202,NA,0.194901615562635,1,"Good economy",0,1,"Høj BNP-vækst",1
"Finland",1991-03-17,14,14320,10,0,199103,"Finnish Social Democrats","SSDP",30,48,0,0,12.941,1.351040702,1.351040702,6.82,4.027,1,1,23.2315625,1.176,0.0302963780045813,5.468959298,2.675959298,3.29145691764896,3.29145691764896,"Green parties w seat(s)","Green parties w seat(s)",1,0,1,1,0.483018542515478,1991,25488.84505,1,1,1,-6.393248756,3.267722184,NA,4.310212898,-2.61859651922973,-0.00132782674222543,NA,-1.30996217298598,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",1995-03-19,14,14320,10,10,199503,"Finnish Social Democrats","SSDP",30,63,5.882,1.961,5.882,1.351040702,1.351040702,6.516,6.82,1,1,23.2315625,-13.725,-0.517949403171936,5.164959298,5.468959298,0.267941336063886,0.267941336063886,"Green parties w seat(s)","Green parties w seat(s)",1,1,0,1,-3.02351558158507,1995,26246.27432,1,1,1,3.837309463,-6.393248756,NA,0.791239407,0.527045983226318,0.698580088193537,NA,0.612813035709928,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1999-03-21,14,14320,10,10,199903,"Finnish Social Democrats","SSDP",30,51,2.74,0,2.74,1.351040702,1.351040702,7.27,6.516,1,1,23.2315625,-1.37,-0.0367116945635182,5.918959298,5.164959298,0,0,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,-0.267941336063886,1999,26180.41286,1,1,1,4.147257296,3.837309463,NA,1.162231557,0.622347242078276,0.624791427145611,NA,0.623569334611944,1,"Good economy",1,1,"Høj BNP-vækst",1
"Finland",2003-03-16,14,14320,10,10,200303,"Finnish Social Democrats","SSDP",30,53,1.031,0,4.639,1.351040702,1.351040702,8.008,7.27,1,1,23.2315625,-24.742,-0.780228225165408,6.656959298,5.918959298,1.21093739133455,1.21093739133455,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,1.21093739133455,2003,32920.08572,1,1,1,1.768834943,4.147257296,NA,0.877440386,-0.108958546152665,0.681435103262103,NA,0.286238278554719,1,"Good economy",1,0,"Lav BNP-vækst",1
"Finland",2007-03-18,14,14320,10,10,200703,"Finnish Social Democrats","SSDP",30,45,3.015,1.005,4.523,1.351040702,1.351040702,8.46,8.008,1,1,23.2315625,-36.432,-1.04329857096167,7.108959298,6.656959298,0.539375755501621,0.539375755501621,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,-0.671561635832925,2007,48473.02401,1,1,1,4.865721387,1.768834943,NA,2.510665652,0.843257101810149,0.35659398312578,NA,0.599925542467965,1,"Good economy",1,1,"Høj BNP-vækst",0
"Finland",2011-04-17,14,14320,10,10,201104,"Finnish Social Democrats","SSDP",30,42,8.757,2.802,0.701,1.351040702,1.351040702,7.252,8.46,1,1,23.2315625,-11.384,-0.40264488789005,5.900959298,7.108959298,-0.838335942074638,-0.838335942074637,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,-1.37771169757626,2011,51060.32426,1,1,1,1.916853554,4.865721387,NA,3.416807543,-0.0634465003826324,0.176366458483209,NA,0.0564599790502881,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",2015-04-19,14,14320,10,10,201504,"Finnish Social Democrats","SSDP",30,34,5.242,1.21,3.226,1.351040702,1.351040702,8.526,7.252,1,1,23.2315625,-27.016,-0.805569587061576,7.174959298,5.900959298,-0.151252295095786,-0.151252295095786,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,0.687083646978852,2015,42560.34568,1,1,1,0.136127446,1.916853554,NA,-0.20792884,-0.610975541384021,0.897310134389214,NA,0.143167296502597,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Finland",2019-04-14,14,14320,10,10,201904,"Finnish Social Democrats","SSDP",30,40,1.753,3.472,12.136,1.351040702,1.351040702,11.493,8.526,1,1,23.2315625,-23.413,-0.736312805733165,10.141959298,7.174959298,1.9670533815391,1.9670533815391,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,2.11830567663489,2019,48358.18078,1,1,1,1.238120956,0.136127446,NA,1.02409393,-0.272139913035917,0.652266376512243,NA,0.190063231738163,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Finland",1975-09-22,14,14620,10,0,197509,"National Coalition","KK",60,35,0,0,0,1.351040702,1.351040702,0,0,0,0,20.32375,2.482,0.0636037676830954,-1.351040702,-1.351040702,0,0,"Green parties w/o seats","Green parties w/o seats",0,0,NA,NA,NA,1975,6256.102451,1,1,1,1.354023962,NA,NA,17.81139723,-0.236502617980119,-2.68665233945635,NA,-1.46157747871824,0,"Poor economy",NA,0,"Lav BNP-vækst",NA
"Finland",1979-03-13,14,14620,10,0,197903,"National Coalition","KK",60,47,0,0,0,1.351040702,1.351040702,0,0,0,0,20.32375,-33.333,-0.721827187157412,-1.351040702,-1.351040702,0,0,"Green parties w/o seats","Green parties w/o seats",0,1,0,0,0,1979,9333.076956,1,1,1,6.848495239,1.354023962,NA,7.466961513,1.45291080477489,-0.629190851783981,NA,0.411859976495454,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1983-03-21,14,14620,10,0,198303,"National Coalition","KK",60,44,0,0,16.667,1.351040702,1.351040702,1.411,0,1,0,20.32375,-16.667,-0.542035132454923,0.0599592980000001,-1.351040702,3.53613611684874,3.53613611684874,"Green parties w/o seats","Green parties w seat(s)",0,1,1,0,3.53613611684874,1983,10493.96266,1,1,1,2.491186008,6.848495239,NA,8.366292606,0.113146461523104,-0.808063739502058,NA,-0.347458638989477,0,"Poor economy",1,1,"Høj BNP-vækst",1
"Finland",1987-03-16,14,14620,10,0,198703,"National Coalition","KK",60,53,6.383,0,10.638,1.351040702,1.351040702,4.027,1.411,1,1,20.32375,-30.496,-1.02226956491182,2.675959298,0.0599592980000001,0.48130808175125,0.481308081751249,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,-3.05482803509749,1987,18565.02644,1,1,1,3.267722184,2.491186008,NA,4.113028862,0.35191204475235,0.0378911863729202,NA,0.194901615562635,1,"Good economy",0,1,"Høj BNP-vækst",1
"Finland",1991-03-17,14,14620,10,0,199103,"National Coalition","KK",60,40,0,0,10.448,1.351040702,1.351040702,6.82,4.027,1,1,20.32375,-4.478,-0.151393613101783,5.468959298,2.675959298,3.08630397173838,3.08630397173838,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,2.60499588998713,1991,25488.84505,1,1,1,-6.393248756,3.267722184,NA,4.310212898,-2.61859651922973,-0.00132782674222543,NA,-1.30996217298598,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",1995-03-19,14,14620,10,10,199503,"National Coalition","KK",60,39,3.509,0.585,3.509,1.351040702,1.351040702,6.516,6.82,1,1,20.32375,14.62,0.526002703529277,5.164959298,5.468959298,0.136209270606536,0.136209270606536,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-2.95009470113184,1995,26246.27432,1,1,1,3.837309463,-6.393248756,NA,0.791239407,0.527045983226318,0.698580088193537,NA,0.612813035709928,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1999-03-21,14,14620,10,10,199903,"National Coalition","KK",60,46,0,0,1.786,1.351040702,1.351040702,7.27,6.516,1,1,20.32375,29.464,0.813398827812606,5.918959298,5.164959298,1.51995074593256,1.51995074593256,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,1.38374147532603,1999,26180.41286,1,1,1,4.147257296,3.837309463,NA,1.162231557,0.622347242078276,0.624791427145611,NA,0.623569334611944,1,"Good economy",1,1,"Høj BNP-vækst",1
"Finland",2003-03-16,14,14620,10,10,200303,"National Coalition","KK",60,40,2.439,0,5.366,1.351040702,1.351040702,8.008,7.27,1,1,20.32375,9.756,0.19999166939469,6.656959298,5.918959298,0.691103583118479,0.691103583118479,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-0.828847162814085,2003,32920.08572,1,1,1,1.768834943,4.147257296,NA,0.877440386,-0.108958546152665,0.681435103262103,NA,0.286238278554719,1,"Good economy",1,0,"Lav BNP-vækst",1
"Finland",2007-03-18,14,14620,10,10,200703,"National Coalition","KK",60,50,0,1.111,6.667,1.351040702,1.351040702,8.46,8.008,1,1,20.32375,-20.556,-0.524144059960768,7.108959298,6.656959298,2.80674857388649,2.80674857388649,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,2.11564499076801,2007,48473.02401,1,1,1,4.865721387,1.768834943,NA,2.510665652,0.843257101810149,0.35659398312578,NA,0.599925542467965,1,"Good economy",1,1,"Høj BNP-vækst",0
"Finland",2011-04-17,14,14620,10,10,201104,"National Coalition","KK",60,44,2,1,5.25,1.351040702,1.351040702,7.252,8.46,1,1,20.32375,13.75,0.341749293722057,5.900959298,7.108959298,0.993251773010283,0.993251773010283,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-1.8134968008762,2011,51060.32426,1,1,1,1.916853554,4.865721387,NA,3.416807543,-0.0634465003826324,0.176366458483209,NA,0.0564599790502881,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",2015-04-19,14,14620,10,10,201504,"National Coalition","KK",60,37,2.507,1.114,8.078,1.351040702,1.351040702,8.526,7.252,1,1,20.32375,-12.535,-0.339434343169006,7.174959298,5.900959298,1.17035789894789,1.17035789894789,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,0.177106125937604,2015,42560.34568,1,1,1,0.136127446,1.916853554,NA,-0.20792884,-0.610975541384021,0.897310134389214,NA,0.143167296502597,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Finland",2019-04-14,14,14620,10,10,201904,"National Coalition","KK",60,38,0.8,1.6,10.8,1.351040702,1.351040702,11.493,8.526,1,1,20.32375,1.2,0.0313341561704354,10.141959298,7.174959298,2.29486304690014,2.29486304690014,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,1.12450514795225,2019,48358.18078,1,1,1,1.238120956,0.136127446,NA,1.02409393,-0.272139913035917,0.652266376512243,NA,0.190063231738163,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Finland",1975-09-22,14,14810,10,0,197509,"Centre Party","KESK",80,39,2.439,0,4.878,1.351040702,1.351040702,0,0,0,0,19.1138125,-40.244,-1.82665721423323,-1.351040702,-1.351040702,0.604247170409893,0.604247170409893,"Green parties w/o seats","Green parties w/o seats",0,1,NA,NA,NA,1975,6256.102451,1,1,1,1.354023962,NA,NA,17.81139723,-0.236502617980119,-2.68665233945635,NA,-1.46157747871824,0,"Poor economy",NA,0,"Lav BNP-vækst",NA
"Finland",1979-03-13,14,14810,10,0,197903,"Centre Party","KESK",80,36,0.833,0,8.333,1.351040702,1.351040702,0,0,0,0,19.1138125,-24.167,-0.90205657184633,-1.351040702,-1.351040702,1.89106266656642,1.89106266656642,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,1.28681549615653,1979,9333.076956,1,1,1,6.848495239,1.354023962,NA,7.466961513,1.45291080477489,-0.629190851783981,NA,0.411859976495454,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1983-03-21,14,14810,10,0,198303,"Centre Party","KESK",80,38,2.041,0,10.204,1.351040702,1.351040702,1.411,0,1,0,19.1138125,-36.735,-1.89482504583427,0.0599592980000001,-1.351040702,1.43805979904785,1.43805979904785,"Green parties w/o seats","Green parties w seat(s)",0,1,1,0,-0.453002867518578,1983,10493.96266,1,1,1,2.491186008,6.848495239,NA,8.366292606,0.113146461523104,-0.808063739502058,NA,-0.347458638989477,0,"Poor economy",1,1,"Høj BNP-vækst",1
"Finland",1987-03-16,14,14810,10,0,198703,"Centre Party","KESK",80,40,0,0,8.017,1.351040702,1.351040702,4.027,1.411,1,1,19.1138125,-10.549,-0.289662909107724,2.675959298,0.0599592980000001,2.83521134671889,2.83521134671889,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,1.39715154767104,1987,18565.02644,1,1,1,3.267722184,2.491186008,NA,4.113028862,0.35191204475235,0.0378911863729202,NA,0.194901615562635,1,"Good economy",0,1,"Høj BNP-vækst",1
"Finland",1991-03-17,14,14810,10,0,199103,"Finnish Centre","SK",80,55,0,0,11.392,1.351040702,1.351040702,6.82,4.027,1,1,19.1138125,1.266,0.0361950261688842,5.468959298,2.675959298,3.1690130856958,3.1690130856958,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,0.333801738976907,1991,25488.84505,1,1,1,-6.393248756,3.267722184,NA,4.310212898,-2.61859651922973,-0.00132782674222543,NA,-1.30996217298598,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Finland",1995-03-19,14,14810,10,10,199503,"Finnish Centre","SK",80,44,4.878,0,21.951,1.351040702,1.351040702,6.516,6.82,1,1,19.1138125,26.829,1.07900071209358,5.164959298,5.468959298,1.42901859877941,1.42901859877941,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-1.73999448691639,1995,26246.27432,1,1,1,3.837309463,-6.393248756,NA,0.791239407,0.527045983226318,0.698580088193537,NA,0.612813035709928,1,"Good economy",0,1,"Høj BNP-vækst",0
"Finland",1999-03-21,14,14810,10,10,199903,"Finnish Centre","SK",80,48,1.049,6.643,4.196,1.351040702,1.351040702,7.27,6.516,1,1,19.1138125,-1.049,-0.0375340886352883,5.918959298,5.164959298,1.99063854955497,1.99063854955497,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,0.561619950775565,1999,26180.41286,1,1,1,4.147257296,3.837309463,NA,1.162231557,0.622347242078276,0.624791427145611,NA,0.623569334611944,1,"Good economy",1,1,"Høj BNP-vækst",1
"Finland",2003-03-16,14,14810,10,10,200303,"Finnish Centre","SK",80,55,0.182,0,7.455,1.351040702,1.351040702,8.008,7.27,1,1,19.1138125,-7.636,-0.217582288222254,6.656959298,5.918959298,2.45652628292843,2.45652628292843,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,0.465887733373454,2003,32920.08572,1,1,1,1.768834943,4.147257296,NA,0.877440386,-0.108958546152665,0.681435103262103,NA,0.286238278554719,1,"Good economy",1,0,"Lav BNP-vækst",1
"Finland",2007-03-18,14,14810,10,10,200703,"Finnish Centre","SK",80,51,4.987,1.151,4.476,1.351040702,1.351040702,8.46,8.008,1,1,19.1138125,-15.09,-0.465910037552828,7.108959298,6.656959298,0.110323575666679,0.110323575666679,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,-2.34620270726175,2007,48473.02401,1,1,1,4.865721387,1.768834943,NA,2.510665652,0.843257101810149,0.35659398312578,NA,0.599925542467965,1,"Good economy",1,1,"Høj BNP-vækst",0
"Finland",2011-04-17,14,14810,10,10,201104,"Finnish Centre","SK",80,35,2.462,2.557,2.936,1.351040702,1.351040702,7.252,8.46,1,1,19.1138125,-16.383,-0.464408696663621,5.900959298,7.108959298,0.704727405630441,0.704727405630441,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,0.594403829963762,2011,51060.32426,1,1,1,1.916853554,4.865721387,NA,3.416807543,-0.0634465003826324,0.176366458483209,NA,0.0564599790502881,0,"Poor economy",1,0,"Lav BNP-vækst",1
